,title,jobFunction,industry
8140,Senior Sales Executive,['Sales/Retail'],"['Consulting Services', 'Business Services - Other', 'Marketing and Advertising']"
8141,Financial Manager,['Accounting/Finance'],"['Information Technology Services', 'Other - Not Classified']"
8142,Sales Account Manager - Cairo,"['Customer Service/Support', 'Sales/Retail']","['Marketing and Advertising', 'Information Technology Services']"
8143,Indoor & Outdoor Sales Agent - Alexandria,"['Customer Service/Support', 'Sales/Retail']","['Marketing and Advertising', 'Computer Software']"
8144,KICKSTART [Business] Sales Executive| ABL Workspaces-GE/A.A,"['Sales/Retail', 'Business Development']","['Marketing and Advertising', 'Business Services - Other']"
8145,IT Help Desk Specialist,"['IT/Software Development', 'Installation/Maintenance/Repair']","['Cosmetics', 'Healthcare and Medical Services', 'Pharmaceuticals']"
8146,Quality Supervisor,"['Quality', 'Medical/Healthcare', 'Pharmaceutical']",['Healthcare and Medical Services']
8147,Junior HR Specialist,['Human Resources'],['Real Estate/Property Management']
8148,IT Help Desk Support,"['Customer Service/Support', 'IT/Software Development', 'Installation/Maintenance/Repair']",['Education']
8149,Senior Graphic Designer - Alexandria,['Creative/Design/Art'],['Marketing and Advertising']
8150,IT/Software Sales Account Manager,"['Sales/Retail', 'Customer Service/Support', 'IT/Software Development']","['Information Technology Services', 'Computer Software', 'Computer Networking']"
8151,NodeJS Backend Developer,"['IT/Software Development', 'Engineering - Telecom/Technology']","['Internet/E-commerce', 'Computer Software']"
8152,Investor Relations Senior Analyst,"['Accounting/Finance', 'Analyst/Research']",['Real Estate/Property Management']
8153,Data Cabling Site Engineer,"['IT/Software Development', 'Engineering - Telecom/Technology']",['Information Technology Services']
8154,Sales & Marketing Specialist,"['Marketing/PR/Advertising', 'Sales/Retail']","['Real Estate/Property Management', 'Architectural and Design Services', 'Marketing and Advertising']"
8155,Senior Web Developer,"['IT/Software Development', 'Engineering - Telecom/Technology']","['Information Technology Services', 'Computer Software']"
8156,Maintenance Section Head (After Sales Service),"['Installation/Maintenance/Repair', 'Engineering - Mechanical/Electrical']","['Engineering Services', 'Manufacturing']"
8157,Senior PHP Developer / Laravel,"['IT/Software Development', 'Engineering - Telecom/Technology']","['Internet/E-commerce', 'Information Technology Services', 'Graphic Design']"
8158,Communication And Account Officer,"['Media/Journalism/Publishing', 'Marketing/PR/Advertising']",['Education']
8159,.Net Developer,"['IT/Software Development', 'Engineering - Telecom/Technology']",['Computer Software']
8160,Senior Full Stack .Net Developer,"['IT/Software Development', 'Engineering - Telecom/Technology']","['Computer Software', 'Information Technology Services']"
8161,Senior Quality Control Engineer,"['Quality', 'Engineering - Telecom/Technology', 'IT/Software Development']",['Information Technology Services']
8162,SAP Implementation Project Support Coordinator - Alexandria,"['IT/Software Development', 'Engineering - Telecom/Technology']","['Computer Software', 'Information Technology Services']"
8163,Substitute Teacher,"['Education/Teaching', 'Training/Instructor']",['Education']
8164,Senior iOS Developer,"['IT/Software Development', 'Engineering - Telecom/Technology']","['Information Technology Services', 'Computer Software']"
8165,Plant Manager,"['Operations/Management', 'Manufacturing/Production']","['Textile and Clothing', 'Manufacturing']"
8166,Full Stack PHP Developer,"['IT/Software Development', 'Engineering - Telecom/Technology']","['Marketing and Advertising', 'Computer Software']"
8167,Warehouse Manager,['nan'],"['Construction - Residential & Commercial/Office', 'Construction - Industrial Facilities and Infrastructure']"
8168,Outdoor Sales Representative,"['Sales/Retail', 'Marketing/PR/Advertising', 'Engineering - Mechanical/Electrical']","['Consulting Services', 'Energy and Utilities', 'Engineering Services']"
8169,Medical Representative - Mahala,['Sales/Retail'],"['Internet/E-commerce', 'Information Technology Services', 'Healthcare and Medical Services']"
8170,Junior RPA Project Manager,"['Project/Program Management', 'IT/Software Development', 'Engineering - Telecom/Technology']",['Information Technology Services']
8171,2D Graphic Designer,"['Media/Journalism/Publishing', 'Creative/Design/Art']","['Graphic Design', 'Marketing and Advertising', 'Pharmaceuticals']"
8172,Account Manager,"['Marketing/PR/Advertising', 'Business Development']",['Marketing and Advertising']
8173,Marketing Insights Data Lead,['Marketing/PR/Advertising'],['Information Technology Services']
8174,Motion Graphic Designer - Alexandria,"['Creative/Design/Art', 'Media/Journalism/Publishing']","['Graphic Design', 'Computer Software', 'Marketing and Advertising']"
8175,Front-End Developer,"['IT/Software Development', 'Engineering - Telecom/Technology']","['Computer Software', 'Information Technology Services']"
8176,Administrative Assistant,['Administration'],"['Information Technology Services', 'Computer Software']"
8177,Product Specialist,['Customer Service/Support'],"['Information Technology Services', 'Computer Software', 'Healthcare and Medical Services']"
8178,Electrical Sales Engineer,"['Engineering - Mechanical/Electrical', 'Sales/Retail']","['Engineering Services', 'Higher Education', 'Education']"
8179,Application Developer,"['IT/Software Development', 'Engineering - Telecom/Technology']","['Computer Software', 'Information Technology Services']"
8180,Senior Machine Learning Engineer (Python & NLP),"['IT/Software Development', 'Analyst/Research', 'Engineering - Telecom/Technology']","['Computer Software', 'Information Technology Services']"
8181,Content Creator,"['Writing/Editorial', 'Media/Journalism/Publishing']","['Cosmetics', 'Healthcare and Medical Services', 'Pharmaceuticals']"
8182,Customer Relations Management Executive (Hurghada),['Customer Service/Support'],"['Architectural and Design Services', 'Construction - Residential & Commercial/Office', 'Recreational Facilities and Services']"
8183,MS Dynamics AX Developer,"['Engineering - Telecom/Technology', 'IT/Software Development']","['Information Technology Services', 'Consulting Services']"
8184,Category Manager,['Marketing/PR/Advertising'],"['Marketing and Advertising', 'Information Technology Services']"
8185,CTO (Chief Technology Officer),"['IT/Software Development', 'Engineering - Telecom/Technology']","['Internet/E-commerce', 'Computer Software', 'Financial Services']"
8186,CEO Personal Assistant,['Administration'],['Manufacturing']
8187,Corporate Sales Executive,['Sales/Retail'],"['Education', 'Training and Coaching']"
8188,Sales Executive,['Sales/Retail'],['Marketing and Advertising']
8189,Performance & Culture Manager,"['Administration', 'Human Resources']","['Marketing and Advertising', 'Market Research']"
8190,Senior SQL Server Administrator,"['Installation/Maintenance/Repair', 'Engineering - Telecom/Technology', 'IT/Software Development']","['Computer Software', 'Computer and Network Security', 'Computer Hardware']"
8191,Senior Odoo Implementer - Functional Consultant,"['Installation/Maintenance/Repair', 'Engineering - Telecom/Technology', 'IT/Software Development']",['Information Technology Services']
8192,Telecom Linux Administrator,"['Installation/Maintenance/Repair', 'Engineering - Telecom/Technology', 'IT/Software Development']","['Computer Networking', 'Computer Software', 'Telecommunications']"
8193,Electrical Engineer,['Engineering - Mechanical/Electrical'],"['Manufacturing', 'Engineering Services', 'Energy and Utilities']"
8194,Junior Front End Web Developer - Angular,"['IT/Software Development', 'Engineering - Telecom/Technology']","['Information Technology Services', 'Real Estate/Property Management']"
8195,Senior Software Engineer (.Net),"['Engineering - Telecom/Technology', 'IT/Software Development']",['Computer Software']
8196,Digital Marketing Specialist,"['Media/Journalism/Publishing', 'Marketing/PR/Advertising']",['Marketing and Advertising']
8197,Sales Specialist,['Sales/Retail'],['Marketing and Advertising']
8198,Learning Support Teacher,['Education/Teaching'],['Education']
8199,Front End Developer - UX/UI,"['IT/Software Development', 'Engineering - Telecom/Technology']","['Business Services - Other', 'Marketing and Advertising', 'Market Research']"
8200,PHP Full-Stack - Joomla Expert,"['IT/Software Development', 'Engineering - Telecom/Technology']",['Information Technology Services']
8201,Administrator,['Administration'],"['Marketing and Advertising', 'Media Production', 'Animation']"
8202,Human Resources Business Partner,"['Administration', 'Human Resources']","['Manufacturing', 'Plastics']"
8203,Key Accounts Sales Consultant,"['Customer Service/Support', 'Sales/Retail']",['Information Technology Services']
8204,Medical Representative - Shubra El Khaima,"['R&D/Science', 'Medical/Healthcare', 'Pharmaceutical']","['Internet/E-commerce', 'Information Technology Services', 'Healthcare and Medical Services']"
8205,IT Manager,"['IT/Software Development', 'Installation/Maintenance/Repair', 'Engineering - Telecom/Technology']","['Computer and Network Security', 'Computer Hardware', 'Computer Software']"
8206,Medical Approval officer - Rotational Shifts,"['Administration', 'Medical/Healthcare', 'Pharmaceutical']","['Insurance', 'Healthcare and Medical Services']"
8207,Civil Site Engineer,['nan'],"['Construction - Residential & Commercial/Office', 'Construction - Industrial Facilities and Infrastructure', 'Real Estate/Property Management']"
8208,Full Stack Javascript Developer,"['IT/Software Development', 'Engineering - Telecom/Technology']",['Computer Software']
8209,IT Specialist,"['IT/Software Development', 'Engineering - Telecom/Technology', 'Installation/Maintenance/Repair']","['Real Estate/Property Management', 'Construction - Industrial Facilities and Infrastructure', 'Construction - Residential & Commercial/Office']"
8210,Senior Web Developer,"['Engineering - Telecom/Technology', 'IT/Software Development']","['Computer Software', 'Information Technology Services', 'Graphic Design']"
8211,Accountant,['Accounting/Finance'],['Real Estate/Property Management']
8212,Digital Marketing Manager,"['Media/Journalism/Publishing', 'Marketing/PR/Advertising']","['Human Resources', 'Computer Software']"
8213,Senior Sales Executive (B2B Outdoor ),"['Sales/Retail', 'Marketing/PR/Advertising']","['Marketing and Advertising', 'Computer Software']"
8214,Senior Full Stack Developer (PHP),"['IT/Software Development', 'Engineering - Telecom/Technology']","['Information Technology Services', 'Computer Software']"
8215,Sales Executive,['Sales/Retail'],"['Information Technology Services', 'Financial Services', 'Business Services - Other']"
8216,Odoo Implementer,"['Installation/Maintenance/Repair', 'IT/Software Development', 'Customer Service/Support']","['Engineering Services', 'Information Technology Services', 'Computer Software']"
8217,Care Center Agent /Medical Insurance,"['Customer Service/Support', 'Medical/Healthcare']","['Insurance', 'Healthcare and Medical Services']"
8218,Senior Mean Stack Node.js & Angular Developer (R&D),"['Engineering - Telecom/Technology', 'IT/Software Development']","['Computer Software', 'Information Technology Services']"
8219,Digital Marketing Executive,"['Media/Journalism/Publishing', 'Marketing/PR/Advertising']",['Marketing and Advertising']
8220,Teaching Intern [Kindergarten] In India - GT,['Education/Teaching'],"['Non-Profit Organizations', 'Education']"
8221,Secretary,"['Administration', 'Customer Service/Support']",['Real Estate/Property Management']
